X,Y
0.79158,3.04295
0.78834,3.04281
0.78212,3.04262
0.77894,3.04256
0.77577,3.04253
0.77271,3.04247
0.76958,3.04239
0.76644,3.04223
0.76339,3.04203
0.75717,3.04169
0.75717,3.04169
0.7541,3.04159
0.75116,3.04148
0.74817,3.04145
0.74502,3.04137
0.73885,3.0411
0.73885,3.0411
0.73566,3.04107
0.73251,3.04111
0.72937,3.04106
0.72611,3.04101
0.72284,3.04091
0.71968,3.04063
0.71666,3.04044
0.7135,3.04037
0.71037,3.04026
0.7043,3.04025
0.70128,3.04029
0.70128,3.04029
0.69556,3.04023
0.69266,3.04016
0.68962,3.04008
0.68654,3.03996
0.6834,3.03995
0.68026,3.03997
0.6772,3.03999
0.67421,3.03995
0.67113,3.03992
0.66794,3.03981
0.66476,3.03955
0.66157,3.03932
0.65518,3.03905
0.65204,3.03886
0.65204,3.03886
0.64887,3.03875
0.64577,3.03864
0.64272,3.03847
0.6396,3.03822
0.63635,3.03801
0.63311,3.0379
0.62998,3.03776
0.62367,3.03767
0.62072,3.0377
0.61774,3.03766
0.61466,3.03751
0.61152,3.03717
0.60842,3.03686
0.6052,3.03678
0.60197,3.03682
0.59885,3.03688
0.59583,3.03694
0.59278,3.03698
0.58972,3.0368
0.5867,3.03649
0.5836,3.03631
0.5804,3.03626
0.5773,3.0362
0.57431,3.03622
0.57164,3.03625
0.56943,3.03628
0.56769,3.03622
0.56628,3.03611
0.56503,3.03595
0.5638,3.03577
0.56254,3.03562
0.5613,3.03552
0.56006,3.0355
0.55888,3.03559
0.55773,3.03569
0.55648,3.03563
0.55533,3.03548
0.55415,3.03542
0.55302,3.03533
0.55198,3.03526
0.55101,3.03526
0.55003,3.03518
0.54913,3.03512
0.54822,3.03497
0.54734,3.03479
0.5465,3.03465
0.54569,3.03459
0.54496,3.03453
0.54421,3.03448
0.54344,3.03437
0.54293,3.03464
0.54248,3.03459
0.54147,3.03334
0.54018,3.03162
0.5391,3.03061
0.53822,3.03021
0.53773,3.02994
0.53764,3.02986
0.53774,3.02969
0.53804,3.02952
0.53824,3.02947
0.53842,3.0295
0.53887,3.02951
0.53926,3.02987
0.53942,3.03009
0.53983,3.03038
0.54021,3.03087
0.54028,3.03123
0.54028,3.03165
0.5404,3.03214
0.54039,3.03272
0.54007,3.03333
0.53981,3.03399
0.53965,3.03451
0.53928,3.03502
0.53893,3.03558
0.53874,3.0361
0.53845,3.03659
0.53821,3.03704
0.53802,3.0374
0.53799,3.03756
0.53815,3.03803
0.53818,3.03829
0.53847,3.03864
0.53892,3.03884
0.53919,3.03895
0.5396,3.03929
0.53999,3.0396
0.5402,3.0398
0.54061,3.04
0.5411,3.0403
0.54149,3.04053
0.54188,3.04073
0.5421,3.04092
0.54261,3.04141
0.54261,3.04141
0.54282,3.04179
0.54309,3.04206
0.54342,3.0423
0.54382,3.04265
0.544,3.04284
0.5444,3.04299
0.54468,3.04312
0.54517,3.04305
0.54517,3.04305
0.54559,3.04299
0.54597,3.04286
0.54655,3.04255
0.54688,3.04257
0.54727,3.04229
0.54761,3.042
0.54772,3.04202
0.54795,3.04189
0.54818,3.04174
0.54856,3.0416
0.54896,3.04149
0.54905,3.04144
0.54943,3.04109
0.54976,3.0409
0.54999,3.04104
0.55051,3.04084
0.55081,3.04061
0.55116,3.04063
0.55169,3.04038
0.55211,3.03951
0.5523,3.03832
0.55226,3.03719
0.55218,3.03637
0.55219,3.03562
0.55225,3.035
0.5522,3.0344
0.55213,3.03377
0.55215,3.03321
0.5522,3.03268
0.55225,3.03228
0.55223,3.0321
0.55222,3.03202
0.55226,3.03208
0.55233,3.03211
0.55241,3.03217
0.55254,3.03222
0.5526,3.03229
0.55271,3.03238
0.55273,3.03249
0.55275,3.03261
0.55278,3.03272
0.55275,3.03278
0.5527,3.03286
0.55262,3.03297
0.55254,3.03305
0.55242,3.03316
0.55225,3.03324
0.55213,3.03335
0.55199,3.03336
0.55187,3.03338
0.55173,3.0334
0.5517,3.03352
0.55169,3.03361
0.55169,3.0337
0.55172,3.03381
0.55182,3.03385
0.55192,3.03386
0.55199,3.03386
0.552,3.03378
0.552,3.03377
0.55202,3.0338
0.55204,3.03378
0.55207,3.03379
0.55207,3.03378
0.55207,3.03378
0.55201,3.03374
0.55194,3.03369
0.5519,3.03361
0.55186,3.03357
0.5518,3.03355
0.55175,3.03354
0.55169,3.03353
0.55161,3.03351
0.55154,3.0335
0.55147,3.03351
0.55139,3.0335
0.55131,3.0335
0.55122,3.03351
0.55113,3.03352
0.55104,3.03352
0.55095,3.03354
0.55087,3.03355
0.55077,3.03357
0.55069,3.03357
0.55061,3.03357
0.55053,3.03358
0.55046,3.03358
0.55041,3.03358
0.55034,3.03358
0.55028,3.03359
0.55022,3.03359
0.55015,3.03361
0.55009,3.03362
0.55002,3.03362
0.54995,3.03362
0.5499,3.03364
0.54983,3.03365
0.54977,3.03364
0.54971,3.03365
0.5496,3.03367
0.54953,3.03368
0.54948,3.0337
0.54942,3.03372
0.54942,3.03372
0.54931,3.0337
0.54928,3.03371
0.54923,3.03369
0.54918,3.03369
0.54913,3.03368
0.54909,3.0337
0.54904,3.0337
0.54899,3.03369
0.54894,3.03369
0.5489,3.03369
0.54886,3.03371
0.54881,3.03373
0.54877,3.03375
0.54871,3.03375
0.54867,3.03374
0.54863,3.03374
0.54859,3.03374
0.54856,3.03375
0.54852,3.03375
0.54848,3.03373
0.54839,3.03374
0.54835,3.03373
0.54831,3.03374
0.54827,3.03373
0.54823,3.03374
0.54819,3.03374
0.54815,3.03374
0.54811,3.03374
0.54808,3.03376
0.54805,3.03375
0.54802,3.03374
0.54799,3.03375
0.54795,3.03376
0.54793,3.03374
0.54791,3.03374
0.54788,3.03374
0.54785,3.03376
0.54781,3.03378
0.54778,3.03379
0.54774,3.03379
0.54771,3.0338
0.54768,3.03379
0.54765,3.0338
0.54763,3.03379
0.5476,3.0338
0.54758,3.0338
0.54755,3.03381
0.54753,3.0338
0.5475,3.0338
0.54749,3.0338
0.54747,3.0338
0.54745,3.03379
0.54743,3.03379
0.54741,3.0338
0.54738,3.03379
0.54736,3.03378
0.54734,3.03376
0.54731,3.03376
0.5473,3.03375
0.54727,3.03373
0.54726,3.03376
0.54723,3.03375
0.5472,3.03374
0.54718,3.03375
0.54716,3.03375
0.54714,3.03375
0.54712,3.03375
0.54707,3.03375
0.54705,3.03374
0.54703,3.03374
0.54702,3.03376
0.547,3.03377
0.54699,3.03376
0.54697,3.03375
0.54694,3.0337
0.54692,3.03372
0.54689,3.03373
0.54687,3.03371
0.54686,3.03371
0.54685,3.03371
0.54683,3.0337
0.54681,3.0337
0.54679,3.0337
0.54676,3.03371
0.54674,3.03371
0.54673,3.0337
0.54671,3.03369
0.5467,3.03369
0.54669,3.0337
0.54668,3.0337
0.54666,3.0337
0.54664,3.03371
0.54663,3.0337
0.54661,3.03369
0.5466,3.03369
0.54659,3.03369
0.54657,3.03369
0.54657,3.03369
0.54655,3.03368
0.54653,3.03367
0.54652,3.03366
0.5465,3.03366
0.54649,3.03368
0.54647,3.03369
0.54647,3.0337
0.54645,3.0337
0.54643,3.03371
0.54646,3.03371
0.54651,3.03369
0.54659,3.0337
0.54664,3.03368
0.54666,3.03364
0.54668,3.03356
0.54664,3.03346
0.54666,3.03341
0.54666,3.03337
0.54666,3.03337
0.54674,3.03326
0.5468,3.0332
0.54685,3.03317
0.54684,3.03311
0.54682,3.03307
0.54682,3.03315
0.54682,3.03323
0.54681,3.03332
0.54674,3.0334
0.54668,3.03344
0.54665,3.03346
0.54664,3.03347
0.54664,3.03347
0.54665,3.03346
0.54664,3.03347
0.54664,3.03348
0.54664,3.03347
0.54663,3.03348
0.54663,3.03347
0.54664,3.03348
0.54677,3.03345
0.54725,3.0334
0.5483,3.03342
0.55007,3.03351
0.55271,3.03367
0.55612,3.03388
0.56019,3.03404
0.56495,3.03452
0.57004,3.03485
0.57537,3.03501
0.58085,3.03504
0.58639,3.03523
0.59182,3.0356
0.59688,3.03585
0.60163,3.03585
0.60582,3.03609
0.60948,3.03627
0.61259,3.03649
0.61724,3.03661
0.61904,3.03666
0.62062,3.03673
0.62211,3.03679
0.62365,3.03684
0.62529,3.03689
0.62714,3.03691
0.62927,3.03693
0.63176,3.03706
0.63464,3.03713
0.63785,3.0372
0.64138,3.03717
0.64523,3.03719
0.64917,3.03726
0.65323,3.0375
0.65742,3.03771
0.66163,3.03777
0.66594,3.03788
0.67013,3.03796
0.67403,3.03803
0.67777,3.03816
0.68115,3.0383
0.68424,3.03834
0.68709,3.03851
0.68982,3.03875
0.69222,3.03887
0.69451,3.03894
0.69666,3.03905
0.69886,3.03925
0.70111,3.03942
0.70345,3.03942
0.70597,3.03929
0.70879,3.03923
0.7119,3.0393
0.71525,3.03928
0.71859,3.03929
0.72204,3.03933
0.72556,3.03927
0.72912,3.03935
0.73285,3.03951
0.73662,3.03971
0.7404,3.03982
0.7442,3.03993
0.74785,3.04
0.75126,3.03998
0.75458,3.04003
0.75782,3.04018
0.76091,3.04027
0.76695,3.04036
0.76695,3.04036
0.76975,3.04039
0.77509,3.04043
0.77767,3.0406
0.78031,3.04085
0.78302,3.04099
0.78594,3.04117
0.78917,3.04146
0.79245,3.04172
0.79576,3.04189
0.79909,3.04209
0.80244,3.04221
0.80579,3.04222
0.80922,3.04224
0.81271,3.0423
0.81623,3.04249
0.81967,3.04271
0.82312,3.04299
0.82641,3.04307
0.82953,3.04304
0.83266,3.04311
0.83578,3.04339
0.83873,3.04373
0.84165,3.04396
0.84459,3.04412
0.84759,3.04417
0.85054,3.04407
0.85341,3.04407
0.85627,3.04417
0.85915,3.04437
0.86209,3.04456
0.86513,3.04472
0.86832,3.04485
0.87154,3.04487
0.87811,3.04509
0.88142,3.04524
0.88459,3.04539
0.88777,3.04561
0.89105,3.0457
0.89437,3.04575
0.8977,3.0458
0.90113,3.04606
0.90444,3.04631
0.9076,3.04651
0.91077,3.0467
0.91395,3.04684
0.91709,3.04692
0.9202,3.04703
0.92323,3.0471
0.92616,3.04712
0.92904,3.04716
0.93194,3.04714
0.93489,3.04714
0.9379,3.04716
0.94091,3.04721
0.94705,3.04738
0.95004,3.04742
0.95305,3.04747
0.95617,3.04744
0.95928,3.04744
0.96236,3.04761
0.96547,3.04773
0.96863,3.04785
0.97177,3.04781
0.97504,3.04786
0.97841,3.04803
0.98175,3.04805
0.98498,3.04808
0.98824,3.0482
0.99137,3.04825
0.99434,3.04817
0.99733,3.04813
1.00036,3.04816
1.00336,3.04825
1.00632,3.04832
1.00933,3.04842
1.01233,3.04851
1.01526,3.04866
1.01825,3.04872
1.02139,3.04879
1.02455,3.0489
1.02763,3.04898
1.03065,3.04903
1.03364,3.04902
1.03661,3.04901
1.04281,3.04931
1.04281,3.04931
1.04596,3.04954
1.04916,3.04977
1.05556,3.05033
1.05865,3.05044
1.0616,3.05055
1.06462,3.05071
1.0675,3.0508
1.07038,3.05084
1.0734,3.05091
1.07653,3.05101
1.0796,3.05111
1.0826,3.05115
1.08553,3.05125
1.08842,3.05141
1.09135,3.05149
1.09438,3.05146
1.09757,3.05154
1.10082,3.05159
1.10401,3.05164
1.10719,3.05177
1.11028,3.05188
1.1133,3.05195
1.1164,3.05205
1.11966,3.05198
1.12284,3.05195
1.12603,3.05198
1.12919,3.05209
1.13231,3.05215
1.13528,3.052
1.13837,3.05195
1.14157,3.05209
1.14474,3.05224
1.14786,3.0524
1.15103,3.05254
1.15429,3.05272
1.16097,3.0531
1.16425,3.0533
1.16742,3.05351
1.1705,3.05383
1.17361,3.05408
1.17679,3.05413
1.17994,3.05403
1.18307,3.05404
1.18627,3.05426
1.1893,3.05446
1.19224,3.05471
1.19517,3.05495
1.19815,3.0551
1.20124,3.05511
1.20439,3.05514
1.20768,3.05539
1.21098,3.05561
1.21416,3.05573
1.21736,3.05595
1.22066,3.0561
1.22406,3.05624
1.22745,3.05634
1.23084,3.05658
1.23414,3.05679
1.23729,3.05691
1.2405,3.05702
1.24369,3.05717
1.24693,3.05731
1.25011,3.05737
1.25327,3.05745
1.25639,3.05755
1.25938,3.05776
1.26237,3.05803
1.26541,3.05819
1.26833,3.05822
1.27119,3.05834
1.27409,3.05862
1.27705,3.05884
1.2801,3.05895
1.28317,3.05917
1.28644,3.05948
1.28988,3.05963
1.29326,3.05962
1.29667,3.0597
1.30012,3.05985
1.30337,3.05992
1.30656,3.05995
1.30972,3.06017
1.31284,3.06036
1.31584,3.06046
1.3218,3.06075
1.32463,3.06093
1.32749,3.06099
1.33048,3.06106
1.33048,3.06106
1.33652,3.06128
1.33943,3.06143
1.34241,3.06152
1.34241,3.06152
1.34814,3.06166
1.35112,3.06184
1.35422,3.06206
1.35741,3.06223
1.36067,3.06244
1.36403,3.06265
1.36733,3.06282
1.37055,3.06293
1.37387,3.06313
1.37715,3.06345
1.38032,3.06363
1.38343,3.06368
1.38653,3.06364
1.38962,3.0636
1.39549,3.06361
1.39549,3.06361
1.40131,3.06368
1.40422,3.0637
1.40726,3.06371
1.41045,3.06384
1.41359,3.06399
1.41671,3.06406
1.4198,3.06411
1.42278,3.0641
1.4258,3.06416
1.42895,3.0643
1.43212,3.06448
1.43527,3.06455
1.43845,3.0647
1.44164,3.06485
1.44464,3.06493
1.44766,3.06489
1.45078,3.06494
1.45402,3.06514
1.45723,3.06538
1.4605,3.06559
1.46378,3.06578
1.46701,3.06591
1.4702,3.06598
1.47334,3.06604
1.47641,3.06619
1.48206,3.06685
1.48491,3.06711
1.4878,3.06715
1.49069,3.06718
1.49372,3.06724
1.49673,3.06737
1.4997,3.06745
1.50262,3.06757
1.50552,3.06774
1.50851,3.06788
1.51164,3.06792
1.51496,3.06795
1.51839,3.06815
1.52175,3.06835
1.52497,3.06848
1.52821,3.06859
1.53146,3.0687
1.53473,3.06871
1.53805,3.06882
1.54134,3.06898
1.54452,3.06912
1.54751,3.06916
1.55061,3.06928
1.55381,3.0693
1.55702,3.06926
1.56021,3.06929
1.56343,3.06941
1.56664,3.06957
1.56981,3.06981
1.57321,3.07017
1.57651,3.07038
1.57965,3.07061
1.58263,3.07097
1.58563,3.07124
1.59173,3.07145
1.59173,3.07145
1.59833,3.07177
1.60174,3.0718
1.60511,3.07182
1.60854,3.07203
1.61193,3.07223
1.6152,3.07221
1.61847,3.07222
1.62172,3.07231
1.62489,3.0723
1.62804,3.07235
1.6312,3.07249
1.63428,3.07267
1.63732,3.07284
1.64051,3.07289
1.64377,3.07297
1.64699,3.07309
1.65015,3.07319
1.65325,3.0733
1.65624,3.07345
1.65916,3.07346
1.66215,3.07347
1.66526,3.07363
1.66835,3.07372
1.67121,3.07381
1.67368,3.07391
1.67559,3.07392
1.67705,3.07388
1.6783,3.0739
1.6794,3.07395
1.68037,3.07398
1.68132,3.07395
1.68217,3.07398
1.683,3.07411
1.68372,3.07423
1.68437,3.07436
1.685,3.07441
1.6856,3.07446
1.68614,3.07454
1.68662,3.07456
1.68702,3.07459
1.68734,3.07462
1.68765,3.07472
1.688,3.07482
1.68834,3.07491
1.68867,3.07498
1.68898,3.07498
1.6893,3.07499
1.68957,3.07505
1.68993,3.07525
1.69039,3.07528
1.69129,3.07513
1.69338,3.07467
1.6967,3.0742
1.70084,3.07382
1.70533,3.07371
1.70975,3.07376
1.7139,3.07354
1.72009,3.07328
1.72189,3.0731
1.72308,3.07296
1.72403,3.07303
1.72505,3.07316
1.7267,3.07343
1.72904,3.07363
1.73199,3.0736
1.73558,3.07344
1.73936,3.07328
1.74305,3.0731
1.74666,3.07295
1.74983,3.07276
1.75239,3.07253
1.75442,3.07238
1.75609,3.07226
1.75764,3.07227
1.75932,3.07233
1.76355,3.07219
1.76355,3.07219
1.76988,3.07205
1.76988,3.07205
1.77378,3.07206
1.7817,3.07193
1.78508,3.07186
1.78785,3.07196
1.78985,3.07217
1.79113,3.07237
1.79207,3.07253
1.79281,3.07269
1.79334,3.07251
1.79412,3.07314
1.79528,3.07479
1.79647,3.07607
1.79725,3.07653
1.79774,3.07681
1.79776,3.07675
1.79763,3.07664
1.79732,3.07665
1.79695,3.07669
1.79648,3.07675
1.79596,3.07684
1.79542,3.07715
1.79481,3.07721
1.79443,3.07717
1.79422,3.07722
1.79404,3.07708
1.79398,3.07686
1.79405,3.07659
1.79441,3.07608
1.79491,3.07547
1.79541,3.07486
1.79618,3.07414
1.79684,3.07334
1.79737,3.07282
1.79799,3.07238
1.79847,3.0718
1.79878,3.07137
1.7991,3.071
1.79918,3.07057
1.79907,3.07056
1.79898,3.07025
1.7989,3.07037
1.79864,3.07046
1.79864,3.07046
1.79843,3.07056
1.79817,3.07057
1.79749,3.07052
1.79644,3.07059
1.79405,3.07114
1.79328,3.07129
1.79279,3.07148
1.79227,3.07158
1.7917,3.07163
1.79098,3.07172
1.79018,3.07182
1.78948,3.072
1.7891,3.07223
1.78903,3.07243
1.78905,3.07252
1.78908,3.07263
1.78916,3.0728
1.78923,3.07293
1.78926,3.073
1.78935,3.07307
1.78945,3.07314
1.78955,3.0732
1.78964,3.07324
1.78973,3.0733
1.78983,3.07339
1.78991,3.07343
1.78999,3.07343
1.79004,3.07343
1.79015,3.07338
1.79022,3.07337
1.79024,3.07332
1.7903,3.07327
1.79038,3.07326
1.7905,3.07326
1.79065,3.07326
1.79075,3.07328
1.79079,3.07336
1.79087,3.07347
1.79095,3.07354
1.79103,3.07353
1.7911,3.0735
1.79117,3.07349
1.79124,3.07345
1.79131,3.07339
1.79139,3.07334
1.79145,3.07328
1.79152,3.07322
1.79158,3.07314
1.79164,3.07307
1.79171,3.07301
1.79178,3.07296
1.79184,3.07292
1.79189,3.07288
1.79197,3.07283
1.79202,3.07279
1.79207,3.07275
1.79217,3.07267
1.79217,3.07267
1.79221,3.07264
1.79232,3.07256
1.79236,3.07252
1.7924,3.07249
1.79245,3.07247
1.79249,3.07245
1.79254,3.07242
1.79259,3.0724
1.79264,3.07237
1.79268,3.07235
1.79272,3.07233
1.79276,3.07231
1.79279,3.07227
1.79283,3.07227
1.79287,3.07227
1.79291,3.07224
1.79294,3.07223
1.79298,3.07221
1.79302,3.07218
1.79306,3.07214
1.79308,3.07211
1.79312,3.07208
1.79315,3.07204
1.79319,3.07204
1.79322,3.07201
1.79327,3.07198
1.7933,3.07195
1.79334,3.07194
1.79337,3.07191
1.7934,3.07192
1.79342,3.07191
1.79344,3.07188
1.79347,3.07187
1.79353,3.07186
1.79356,3.07185
1.79358,3.07185
1.79361,3.07184
1.79364,3.07185
1.79365,3.07184
1.79368,3.07183
1.7937,3.07182
1.79373,3.07182
1.79375,3.0718
1.79377,3.0718
1.79379,3.07182
1.79381,3.07181
1.79383,3.07181
1.79384,3.0718
1.79387,3.07178
1.79389,3.07178
1.79391,3.07177
1.79393,3.07177
1.79395,3.07177
1.79397,3.07177
1.79399,3.07176
1.794,3.07175
1.79402,3.07174
1.79403,3.07175
1.79405,3.07174
1.79407,3.07174
1.79408,3.07174
1.7941,3.07174
1.79412,3.07172
1.79413,3.07173
1.79415,3.07171
1.79416,3.07171
1.79417,3.0717
1.79419,3.0717
1.79421,3.07171
1.79423,3.07168
1.79424,3.07168
1.79426,3.07167
1.79427,3.07167
1.79429,3.07166
1.7943,3.07166
1.79431,3.07168
1.79433,3.07168
1.79434,3.07167
1.79436,3.07167
1.79438,3.07166
1.7944,3.07166
1.79441,3.07165
1.79442,3.07165
1.79445,3.07163
1.79448,3.07165
1.79449,3.07164
1.7945,3.07162
1.79451,3.07163
1.79452,3.07163
1.79453,3.07164
1.79454,3.07165
1.79454,3.07165
1.79455,3.07165
1.79455,3.07164
1.79456,3.07164
1.79457,3.07164
1.79458,3.07163
1.79459,3.07162
1.7946,3.07162
1.79461,3.07162
1.79463,3.07161
1.79464,3.07161
1.79465,3.07161
1.79465,3.07161
1.79466,3.07159
1.79468,3.07159
1.79468,3.07159
1.79469,3.07159
1.7947,3.07162
1.79471,3.07161
1.79472,3.07162
1.79473,3.07163
1.79474,3.07163
1.79475,3.07167
1.79467,3.07171
1.79453,3.07182
1.79442,3.07193
1.79439,3.07199
1.79437,3.07202
1.79443,3.07175
1.79451,3.07088
1.79473,3.0687
1.79511,3.06475
1.79572,3.05923
1.79671,3.05254
1.79762,3.0452
1.79783,3.03729
1.79795,3.02906
1.79838,3.02082
1.7987,3.01301
1.79891,3.00608
1.7992,3.0001
1.79968,2.9949
1.79984,2.9906
1.79983,2.98658
1.79997,2.98265
1.80023,2.97823
1.80033,2.97299
1.80054,2.96648
1.80112,2.95922
1.80203,2.943
1.80203,2.943
1.80302,2.92733
1.80315,2.92048
1.80324,2.91449
1.80349,2.90909
1.80366,2.90405
1.80377,2.8989
1.80377,2.8989
1.804,2.88762
1.80397,2.88097
1.80405,2.87355
1.80407,2.86543
1.80407,2.86543
1.80473,2.84864
1.80505,2.84032
1.80505,2.84032
1.80544,2.82566
1.80577,2.81902
1.80613,2.81297
1.80649,2.80701
1.80661,2.80103
1.80682,2.79463
1.80711,2.7877
1.80743,2.78016
1.80769,2.77189
1.80808,2.76323
1.80838,2.75457
1.80847,2.74607
1.80883,2.73803
1.80915,2.73044
1.80934,2.72337
1.8096,2.71669
1.81004,2.71022
1.81043,2.7037
1.81071,2.6972
1.81113,2.69047
1.81145,2.68346
1.81162,2.67642
1.81191,2.66971
1.81223,2.66341
1.81236,2.65766
1.81253,2.65276
1.81284,2.64854
1.8131,2.64486
1.8133,2.63791
1.8133,2.63791
1.81331,2.63439
1.81338,2.63066
1.81351,2.62661
1.81366,2.62232
1.81384,2.61774
1.81412,2.60897
1.81412,2.60537
1.8141,2.60255
1.81414,2.60016
1.81419,2.59806
1.81419,2.59586
1.81419,2.59361
1.81423,2.59141
1.81425,2.58929
1.81444,2.58723
1.81462,2.58511
1.81469,2.58306
1.81477,2.58108
1.81477,2.57922
1.81481,2.5774
1.81494,2.57562
1.81508,2.57383
1.81518,2.57201
1.81526,2.56849
1.81526,2.56849
1.81532,2.56678
1.81541,2.56367
1.81541,2.56367
1.81557,2.56085
1.81557,2.56085
1.8156,2.55836
1.81563,2.55712
1.81567,2.55596
1.81569,2.55487
1.81573,2.55386
1.81579,2.55288
1.81584,2.55191
1.8159,2.55106
1.81591,2.55023
1.81598,2.54949
1.81595,2.54875
1.81596,2.548
1.81605,2.54728
1.81614,2.54661
1.8163,2.54612
1.8164,2.54565
1.81647,2.54521
1.81651,2.54481
1.81657,2.54448
1.8166,2.54419
1.81671,2.54397
1.81679,2.5438
1.8168,2.54355
1.8168,2.5433
1.81681,2.54314
1.81677,2.54307
1.81665,2.54306
1.81657,2.54305
1.81661,2.5431
1.81666,2.54316
1.81673,2.54359
1.81702,2.5438
1.81848,2.54336
1.82043,2.543
1.82172,2.54263
1.82234,2.54225
1.82284,2.54202
1.82303,2.54197
1.82315,2.54195
1.8235,2.54152
1.82357,2.54123
1.82348,2.5409
1.82339,2.54079
1.8232,2.54055
1.82279,2.54031
1.82246,2.54005
1.82209,2.53985
1.82164,2.53973
1.82126,2.53969
1.82075,2.53975
1.82003,2.53969
1.81937,2.53988
1.81878,2.54015
1.81838,2.54031
1.81767,2.54044
1.81706,2.54061
1.8166,2.54068
1.81596,2.54095
1.81547,2.54115
1.81498,2.54128
1.81498,2.54128
1.81389,2.54162
1.81357,2.5417
1.81322,2.54184
1.81287,2.54185
1.81269,2.54187
1.81235,2.54192
1.81194,2.54232
1.81175,2.54308
1.81169,2.54406
1.81171,2.54489
1.81181,2.54544
1.81188,2.54583
1.81192,2.54619
1.81185,2.54661
1.81175,2.54712
1.81167,2.54754
1.81153,2.54783
1.81145,2.5481
1.81147,2.54831
1.81154,2.54842
1.81151,2.54838
1.81136,2.54831
1.81127,2.54826
1.81115,2.54818
1.81106,2.54803
1.81089,2.54775
1.81081,2.54759
1.81071,2.54743
1.81069,2.54732
1.81073,2.54722
1.81067,2.54714
1.81066,2.54698
1.81061,2.54688
1.81056,2.54674
1.81061,2.54663
1.81067,2.54645
1.81075,2.54633
1.81078,2.54624
1.81081,2.54614
1.81084,2.54604
1.8109,2.54592
1.81095,2.5458
1.81092,2.54571
1.81085,2.54557
1.81083,2.54545
1.81082,2.54535
1.81082,2.54525
1.81088,2.5451
1.81091,2.54501
1.81093,2.54493
1.81096,2.54487
1.81098,2.54481
1.811,2.54474
1.81103,2.54467
1.81105,2.54458
1.81107,2.54452
1.81109,2.54445
1.81112,2.54438
1.81114,2.54432
1.81114,2.54427
1.81117,2.54421
1.81117,2.54415
1.81118,2.5441
1.8112,2.54406
1.81122,2.54401
1.81125,2.54397
1.81127,2.54393
1.81128,2.54391
1.81129,2.54385
1.81131,2.54381
1.81133,2.54378
1.81134,2.54376
1.81134,2.54372
1.81135,2.54367
1.81135,2.54364
1.81136,2.54361
1.81138,2.54354
1.8114,2.54352
1.8114,2.54352
1.81141,2.54352
1.81146,2.54349
1.81147,2.54345
1.81149,2.54342
1.8115,2.54338
1.81151,2.54336
1.81151,2.54334
1.81151,2.54333
1.81151,2.54333
1.81154,2.5433
1.81155,2.54328
1.81157,2.54326
1.81158,2.54325
1.81159,2.54321
1.8116,2.5432
1.8116,2.54318
1.81162,2.54317
1.81162,2.54316
1.81163,2.54315
1.81164,2.54314
1.81164,2.54313
1.81166,2.54312
1.81167,2.54311
1.81168,2.5431
1.81168,2.54307
1.81169,2.54305
1.81169,2.54305
1.8117,2.54306
1.81171,2.54306
1.81171,2.54305
1.81172,2.54303
1.81173,2.54302
1.81173,2.54302
1.81175,2.54301
1.81175,2.543
1.81176,2.543
1.81177,2.54299
1.81178,2.54297
1.81178,2.54296
1.81179,2.54296
1.81179,2.54294
1.8118,2.54293
1.81181,2.54292
1.81182,2.54288
1.81182,2.54288
1.81183,2.54287
1.81182,2.54288
1.81182,2.54288
1.81183,2.54289
1.81186,2.54289
1.81186,2.5429
1.81187,2.5429
1.81187,2.5429
1.81187,2.5429
1.81187,2.54289
1.81188,2.54291
1.81188,2.5429
1.81188,2.54289
1.81188,2.54288
1.81188,2.54289
1.81188,2.54288
1.81188,2.54289
1.81189,2.54289
1.8119,2.54288
1.8119,2.54288
1.8119,2.54287
1.81191,2.54288
1.81191,2.54287
1.8119,2.54288
1.81191,2.54286
1.81191,2.54286
1.81192,2.54285
1.81193,2.54284
1.81194,2.54285
1.81195,2.54285
1.81195,2.54285
1.81196,2.54286
1.81196,2.54286
1.81196,2.54286
1.81196,2.54286
1.81196,2.54284
1.81196,2.54284
1.81197,2.54284
1.81197,2.54283
1.81198,2.54283
1.81199,2.54283
1.81199,2.54283
1.81199,2.54284
1.81199,2.54284
1.812,2.54283
1.812,2.54283
1.812,2.54284
1.812,2.54283
1.812,2.54283
1.81201,2.54286
1.81202,2.54287
1.81203,2.54296
1.81201,2.54309
1.81181,2.54313
1.8111,2.5432
1.80932,2.54308
1.80582,2.5427
1.80046,2.54238
1.7938,2.54231
1.78644,2.54245
1.77826,2.54215
1.76947,2.54178
1.76081,2.5415
1.75256,2.54118
1.7451,2.54064
1.73885,2.54041
1.73369,2.5402
1.72941,2.5399
1.72568,2.53958
1.7218,2.53936
1.71759,2.53944
1.71266,2.5394
1.70672,2.53935
1.69148,2.53879
1.68301,2.53856
1.67442,2.53838
1.66623,2.53807
1.65901,2.53778
1.6526,2.53769
1.64705,2.53758
1.64212,2.53735
1.63747,2.53694
1.63276,2.5367
1.62747,2.53662
1.62125,2.53651
1.61425,2.53631
1.60643,2.53621
1.59794,2.5359
1.5892,2.53545
1.58056,2.53522
1.57249,2.53505
1.56523,2.53484
1.55884,2.53466
1.55306,2.53462
1.54765,2.53441
1.54216,2.53444
1.53647,2.5345
1.53005,2.53458
1.52276,2.53463
1.51466,2.53444
1.50612,2.53415
1.49727,2.53398
1.48847,2.53373
1.48005,2.53339
1.4723,2.53321
