data
"speed:[76, -38, -34, 25], angle:[25866, 9365, 17293, 23416], timestamp:[37830, 37831, 37833, 37834], state:[0, 0, 0, 0]"
"speed:[79, -107, -76, 99], angle:[31164, 4992, 13835, 27529], timestamp:[37890, 37891, 37893, 37894], state:[0, 0, 0, 0]"
"speed:[0, -45, -22, 36], angle:[1309, 1383, 10773, 31139], timestamp:[37950, 37951, 37953, 37954], state:[0, 0, 0, 0]"
"speed:[33, -47, -41, 31], angle:[1812, 32394, 8848, 88], timestamp:[38010, 38011, 38013, 38014], state:[0, 0, 0, 0]"
"speed:[50, -55, -42, 54], angle:[4593, 29136, 5583, 3279], timestamp:[38070, 38071, 38073, 38074], state:[0, 0, 0, 0]"
"speed:[13, -17, -17, 20], angle:[5937, 27652, 4089, 5078], timestamp:[38130, 38131, 38133, 38134], state:[0, 0, 0, 0]"
"speed:[66, -37, -39, 48], angle:[7476, 26495, 2885, 6223], timestamp:[38190, 38191, 38193, 38194], state:[0, 0, 0, 0]"
"speed:[23, -29, -28, 33], angle:[9885, 24141, 471, 8756], timestamp:[38250, 38251, 38253, 38254], state:[0, 0, 0, 0]"
"speed:[20, -18, -22, 13], angle:[10979, 23230, 32421, 9585], timestamp:[38310, 38311, 38313, 38314], state:[0, 0, 0, 0]"
"speed:[21, -15, -16, 17], angle:[11929, 22258, 31422, 10525], timestamp:[38370, 38371, 38373, 38374], state:[0, 0, 0, 0]"
"speed:[11, -2, -5, 3], angle:[12480, 21737, 30933, 11085], timestamp:[38430, 38431, 38433, 38434], state:[0, 0, 0, 0]"
"speed:[2, -13, -4, 7], angle:[12795, 21281, 30528, 11469], timestamp:[38490, 38491, 38493, 38494], state:[0, 0, 0, 0]"
"speed:[7, -11, -18, 9], angle:[13312, 20748, 30036, 11971], timestamp:[38550, 38551, 38553, 38554], state:[0, 0, 0, 0]"
"speed:[109, -86, -100, 68], angle:[16081, 18887, 28050, 13411], timestamp:[38610, 38611, 38613, 38614], state:[0, 0, 0, 0]"
"speed:[70, -72, -71, 99], angle:[20381, 13665, 23941, 18136], timestamp:[38670, 38671, 38673, 38674], state:[0, 0, 0, 0]"
"speed:[-15, -19, -24, 44], angle:[22070, 11283, 21503, 20906], timestamp:[38730, 38731, 38733, 38734], state:[0, 0, 0, 0]"
"speed:[42, -59, -51, 54], angle:[23459, 9187, 19394, 22848], timestamp:[38790, 38791, 38793, 38794], state:[0, 0, 0, 0]"
"speed:[34, -38, -42, 54], angle:[26374, 6030, 16292, 25979], timestamp:[38850, 38851, 38853, 38854], state:[0, 0, 0, 0]"
"speed:[19, -23, -21, 9], angle:[27225, 4728, 15200, 27191], timestamp:[38910, 38911, 38913, 38914], state:[0, 0, 0, 0]"
"speed:[40, -44, -47, 54], angle:[28758, 3063, 13338, 28991], timestamp:[38970, 38971, 38973, 38974], state:[0, 0, 0, 0]"
"speed:[27, -9, -15, 11], angle:[30456, 1111, 11454, 30955], timestamp:[39030, 39031, 39033, 39034], state:[0, 0, 0, 0]"
"speed:[8, -20, -16, 16], angle:[31336, 309, 10587, 31507], timestamp:[39090, 39091, 39093, 39094], state:[0, 0, 0, 0]"
"speed:[15, -17, -12, 22], angle:[32283, 32109, 9719, 32561], timestamp:[39150, 39151, 39153, 39154], state:[0, 0, 0, 0]"
"speed:[7, -10, -6, 6], angle:[652, 31190, 8829, 887], timestamp:[39270, 39271, 39273, 39274], state:[0, 0, 0, 0]"
"speed:[-81, -76, -123, -84], angle:[32198, 29123, 6335, 32185], timestamp:[39330, 39331, 39333, 39334], state:[0, 0, 0, 0]"
"speed:[-73, -70, -96, -92], angle:[27737, 24199, 1226, 27393], timestamp:[39390, 39391, 39393, 39394], state:[0, 0, 0, 0]"
"speed:[-98, -78, -82, -100], angle:[22774, 19491, 29058, 22140], timestamp:[39450, 39451, 39453, 39454], state:[0, 0, 0, 0]"
"speed:[-84, -94, -78, -107], angle:[17362, 14536, 24234, 16883], timestamp:[39510, 39511, 39513, 39514], state:[0, 0, 0, 0]"
"speed:[-93, -108, -104, -108], angle:[11974, 9151, 19201, 11640], timestamp:[39570, 39571, 39573, 39574], state:[0, 0, 0, 0]"
"speed:[-75, -108, -93, -102], angle:[6888, 3801, 13754, 6458], timestamp:[39630, 39631, 39633, 39634], state:[0, 0, 0, 0]"
"speed:[-51, -38, -42, -39], angle:[2695, 32284, 9415, 2246], timestamp:[39690, 39691, 39693, 39694], state:[0, 0, 0, 0]"
"speed:[-15, -20, -20, -23], angle:[916, 30532, 7637, 406], timestamp:[39750, 39751, 39753, 39754], state:[0, 0, 0, 0]"
"speed:[14, 30, -46, -20], angle:[894, 31376, 6931, 32322], timestamp:[39810, 39811, 39813, 39814], state:[0, 0, 0, 0]"
"speed:[65, -132, -64, 89], angle:[5456, 28776, 3706, 966], timestamp:[39870, 39871, 39873, 39874], state:[0, 0, 0, 0]"
